-10.9135182992,-6.77846940375,A
-5.87159625014,-11.3609971083,A
-8.61355593749,-8.64118551043,A
-10.1614424293,-7.37926297394,A
-8.86147490703,-13.6576582838,A
-6.7994908917,-8.24195927917,A
-8.45750397065,-12.2248356147,A
-6.86010502032,-11.3955894067,A
-7.90273889346,-8.26519652227,A
-6.33706807652,-11.6361393938,A
-9.59224024572,-14.6966313209,A
-8.80088051118,-11.3789837257,A
-5.27269940031,-7.9424271048,A
-8.05807501929,-9.18377407394,A
-6.38294158876,-8.9700897388,A
-13.4397616278,-8.10852422567,A
-10.3952116031,-14.7339591945,A
-9.70854725657,-4.34556395671,A
-8.86374160313,-11.0105046965,A
-3.71365572466,-6.29267670208,A
-8.12354114699,-8.21363302498,A
-9.1967130256,-12.6349405579,A
-8.21053061285,-13.6368781014,A
-4.67915752124,-12.8168211121,A
-5.8805626616,-16.2260952118,A
-7.65177507148,-12.8864687156,A
-6.06856482868,-4.84486915861,A
-8.0493214899,-9.89409544459,A
-7.57478000436,-11.5326621034,A
-7.64293241141,-9.86059069776,A
-7.21393966513,-5.63563722887,A
-6.81295705161,-11.4745803308,A
-6.83121838581,-2.54433500075,A
-8.60915818759,-16.8329862732,A
-7.67341608371,-6.84000722434,A
-8.68422426747,-11.0769847198,A
-9.25078589668,-14.7316727466,A
-9.47541728848,-11.6364099915,A
-10.2816640419,-15.5631681823,A
-7.57345941001,-14.1624465696,A
-5.96441322199,-11.1429370266,A
-8.47614679946,-14.5047334297,A
-9.40980285795,-13.3667428356,A
-8.03060637695,-13.1326228406,A
-6.51714827465,-8.40837940049,A
-6.0132935904,-7.85106822627,A
-6.99948622271,-10.1537994956,A
-7.83968784725,-10.9159809028,A
-7.00427592483,-4.92602032882,A
-6.83985106511,-7.23523686467,A
-7.28830192305,-3.70507274852,A
-11.1353874605,-1.25936612166,A
-7.95642085553,-9.06924049858,A
-10.9651769925,-14.2876017772,A
-9.08556458394,-12.8504337241,A
-9.4299360182,-14.3172520513,A
-6.44521754659,-8.49122765579,A
